reels_shortcode,views,plays,likes,comments,timestamp
DUdYpFSjwb4,37023,106687,2307,1254,2026-04-10 23:04:36
DR9isiHj7vb,1363111,2877265,74784,2667,2026-04-10 23:04:36
DMUpVQ-yZDR,466399,935979,27922,66,2026-04-10 23:04:36
DJWnIoSz4Oz,,,29204,229,2026-04-10 23:04:36
DW6Wv12J6XD,50567,196016,1502,4,2026-04-10 23:04:36
DWyortVj1Mf,95933,346700,7717,29,2026-04-10 23:04:36
DW6WxxIJRms,31135,88953,2958,36,2026-04-10 23:04:36
DKhZUHRB9KN,,,68413,372,2026-04-10 23:04:36
DRhXRrMk83e,1449662,3277138,214562,1451,2026-04-10 23:04:36
DTiIotLE94Q,437118,1219009,51308,260,2026-04-10 23:04:36
DTaMB1qjxNv,,,1052,129,2026-04-10 23:04:36
C5K9z66P6-v,,,3151,105,2026-04-10 23:04:36
CTMRv2-hJAR,,,5564,146,2026-04-10 23:04:36
DW6WvVvj42Z,33776,109167,2819,34,2026-04-10 23:04:36
DW6VTfCkWVV,4818,33406,927,93,2026-04-10 23:04:36
DW6WRQ0JKYM,41227,313713,4761,57,2026-04-10 23:04:36
DW6YeyEEn7P,97531,361099,16314,204,2026-04-10 23:04:36
DW6Tr22idTW,21761,103047,2789,3,2026-04-10 23:04:36
DWybf8oFMxi,,,10162,103,2026-04-10 23:04:36
DUQIrLAE83e,1057209,2382432,133493,1587,2026-04-10 23:04:36
DUNt1qeErWC,217926,625380,38105,2064,2026-04-10 23:04:36
DQL7ro7kw4z,919782,2352604,147541,419,2026-04-10 23:04:36
DW6sDLVk-xG,,,-1,16,2026-04-10 23:04:36
DW1UFRXEzj0,,,-1,35,2026-04-10 23:04:36
DWgvvqAk7qx,,,11174,11,2026-04-10 23:04:36
DW6PLILEyoO,12478,52514,3156,2,2026-04-10 23:04:36
DW79gHugehL,37145,96889,3172,16,2026-04-10 23:04:36
DW792GMEzQB,,,302,1,2026-04-10 23:04:36
DW79Sg0D74o,4387,21143,928,32,2026-04-10 23:04:36
DW7-Fy2gDyV,21687,86612,736,235,2026-04-10 23:04:36
DW8FPlIzLWC,1135,5302,113,,2026-04-10 23:04:36
DW2NvI6kg8k,,,3585,48,2026-04-10 23:04:36
DW8SWl7EfKs,,,-1,3,2026-04-10 23:04:36
DWxv3DXkcq1,,,-1,12,2026-04-10 23:04:36
DWv9lAcEW-U,,,-1,35,2026-04-10 23:04:36
DW8dUVblAfO,,,1164,118,2026-04-10 23:04:36
DW8gt2pgbbd,1791,6954,-1,9,2026-04-10 23:04:36
C3exZZvvr1-,,,6623,84,2026-04-10 23:04:36
DW8OGwwkynP,6589,33288,1363,11,2026-04-10 23:04:36
DWlPInkE17Y,,,10466,33,2026-04-10 23:04:36
DW8oIxuES71,8744,45925,1492,44,2026-04-10 23:04:36
DWkJcgziaBG,,,10381,108,2026-04-10 23:04:36
DW8ntFXk7uF,9901,35574,563,29,2026-04-10 23:04:36
DWxkxKvExUu,,,5192,100,2026-04-10 23:04:36
DW8kTS-EqQl,10488,68798,1548,13,2026-04-10 23:04:36
DW1IewSkiMR,48158,148795,4368,18,2026-04-10 23:04:36
DWwBzPPkmGF,23440,86508,1481,3,2026-04-10 23:04:36
DW8pfgjk82R,254,984,-1,4,2026-04-10 23:04:36
DWyQHOGE4AG,,,-1,2,2026-04-10 23:04:36
DWvapRLkxCF,,,-1,,2026-04-10 23:04:36
DW8rNM8iUcG,34776,104570,5333,92,2026-04-10 23:04:36
DW8kLnXkn27,8212,35908,757,18,2026-04-10 23:04:36
DW8ueRdE8bU,18118,64212,2303,27,2026-04-10 23:04:36
DW1LWenEzmy,,,3232,4,2026-04-10 23:04:36
DWwTgmSk5NM,,,7942,56,2026-04-10 23:04:36
C3RTR9aSklC,,,126571,876,2026-04-10 23:04:36
CvHv5TeyP-O,,,48444,397,2026-04-10 23:04:36
ChCbepFLZ01,,,62359,487,2026-04-10 23:04:36
DW8zLSFFF27,,,3266,24,2026-04-10 23:04:36
DWWUw0LlKZW,,,8047,46,2026-04-10 23:04:36
DWOaEZLgjXg,13859,178311,2956,39,2026-04-10 23:04:36
DLHxFeUTBcA,1785939,7685772,388089,1233,2026-04-10 23:04:36
DUsnzsvEx8h,3736897,9682050,484291,1289,2026-04-10 23:04:36
DFKmoquT8JC,2584339,7548869,322061,1331,2026-04-10 23:04:36
DW8xQ0oy0cZ,22060,93322,5312,22,2026-04-10 23:04:36
DW87B9svm6u,2346,9375,218,2,2026-04-10 23:04:36
DW83638Cfh-,2085,7327,213,19,2026-04-10 23:04:36
DVVSoMkEkEI,1232206,2723804,89630,371,2026-04-10 23:04:36
DUQUjKaEj0x,1034548,2036622,79415,207,2026-04-10 23:04:36
DN2qZOM5CwN,180759,850759,6874,33,2026-04-10 23:04:36
DW81PhLE-pv,8926,30077,829,18,2026-04-10 23:04:36
DW87lmDj28h,789,4489,113,14,2026-04-10 23:04:36
DWthgjhj3TX,,,1606,23,2026-04-10 23:04:36
DWWgDesD2cS,,,1178,15,2026-04-10 23:04:36
DW8_BJWkgI_,,,10999,104,2026-04-10 23:04:36
DW89RoxEkRq,11940,39733,937,35,2026-04-10 23:04:36
DW8684Wj_ma,,,1054,,2026-04-10 23:04:36
DW88myukwL1,28349,107783,4008,31,2026-04-10 23:04:36
DW87IaBpKWA,25385,110273,5413,31,2026-04-10 23:04:36
DW86zVTkr_s,19369,103420,4237,97,2026-04-10 23:04:36
DW81psvkWB5,57656,225431,9435,14,2026-04-10 23:04:36
DW9Ad5SDwZb,,,7685,30,2026-04-10 23:04:36
DW8_ZN9iYez,21352,68064,3770,85,2026-04-10 23:04:36
DW9AOpuk_y8,12939,52528,2032,5,2026-04-10 23:04:36
DWtMKHYkjlD,30872,123548,1298,356,2026-04-11 00:09:38
DWp76lzkwiz,16676,83423,1781,18,2026-04-11 00:09:38
DWp8N7DzqWc,42053,156253,1611,29,2026-04-11 00:09:38
DWoUWrrE8un,22933,75945,1018,30,2026-04-11 00:09:38
DWoTfDtCQg8,31508,126137,3068,2,2026-04-11 00:09:38
DWoS0TPEyWp,45026,146097,1545,7,2026-04-11 00:09:38
DWoPXpfky77,75457,283572,14059,22,2026-04-11 00:09:38
DWoO9DCyntz,65739,210617,9258,7,2026-04-11 00:09:38
DWoGI1iCSDv,45531,142932,3093,20,2026-04-11 00:09:38
DWoGRUtE2bj,17957,160873,610,2,2026-04-11 00:09:38
DWn50R4SuOr,112475,394417,17732,120,2026-04-11 00:09:38
DWnqoqVkX-L,2478,9290,74,,2026-04-11 00:09:38
DWnbjankwpO,66013,164759,2767,31,2026-04-11 00:09:38
DWlwhidEl7Q,15023,65676,666,1125,2026-04-11 00:09:38
DWlwWKAk3hH,13529,78582,185,2,2026-04-11 00:09:38
DWlqX3yEwdZ,183284,542145,30406,89,2026-04-11 00:09:38
DWliwYThuSB,3552,18408,485,6,2026-04-11 00:09:38
DWlJh8VEqXj,47372,159891,1200,1604,2026-04-11 00:09:38
DWjQFUGCQ1b,11644,50510,1838,3,2026-04-11 00:09:38
DWjN7G5khQJ,1234,6595,51,1,2026-04-11 00:09:38
DWjF34akr-4,37533,121670,2419,11,2026-04-11 00:09:38
DWjC2e8k_S6,547559,1292802,34050,246,2026-04-11 00:09:38
DWi_O8yD2qO,204929,478522,22702,159,2026-04-11 00:09:38
DWiObFjhVF3,26011,321179,573,17,2026-04-11 00:09:38
DWg-3ChP_kJ,39390,128674,2824,1,2026-04-11 00:09:38
DWgnPL0CYTE,14258,77047,1175,3,2026-04-11 00:09:38
DWghR0Fk4GT,137379,418370,17832,135,2026-04-11 00:09:38
DWgfbz9j2m7,34514,99180,2999,32,2026-04-11 00:09:38
DWgSHk9E03s,26192,81311,1456,27,2026-04-11 00:09:38
DWgRXvskqrJ,49046,108816,4695,56,2026-04-11 00:09:38
DWgD04iExOI,19958,69582,3234,28,2026-04-11 00:09:38
DWeE07rklED,143409,421710,17169,17,2026-04-11 00:09:38
DWbNhPcEwNT,22988,90959,2213,19,2026-04-11 00:09:38
DWY4e4lyX2l,65298,185849,11476,63,2026-04-11 00:09:38
DWYqNVwE3mI,14652,68807,918,1,2026-04-11 00:09:38
DWYmGYbkThd,81410,235017,8212,263,2026-04-11 00:09:38
DWYR7esk642,28645,87894,3422,156,2026-04-11 00:09:38
DWX6pA8zbet,4490,13979,465,11,2026-04-11 00:09:38
DWWTH4mEdw4,25988,74592,1277,12,2026-04-11 00:09:38
DWWSY0YE8p8,18181,63199,2836,65,2026-04-11 00:09:38
DWWIUvpxTpv,281991,499522,29394,173,2026-04-11 00:09:38
DWWGpIZk_ja,96908,351421,16267,100,2026-04-11 00:09:38
DWTu2s4Elt9,33773,86538,1994,419,2026-04-11 00:09:38
DWTqNG4k7NV,19143,88560,2235,10,2026-04-11 00:09:38
DWTlfWgEuYB,222805,486757,32601,136,2026-04-11 00:09:38
DWTabDVkvUb,29652,83107,1498,19,2026-04-11 00:09:38
DWSxGmICe2e,29604,115181,2091,307,2026-04-11 00:09:38
DWRLIHmEvqp,73859,174737,5310,44,2026-04-11 00:09:38
DWQ-wOVExFb,43314,131650,3728,49,2026-04-11 00:09:38
DWQ1q-SkazX,85043,245538,9224,144,2026-04-11 00:09:38
DWOmBR9E9jO,59201,193819,7701,24,2026-04-11 00:09:38
DWOSKrGkXmo,40347,127313,2088,43,2026-04-11 00:09:38
DWMFtk1iYCA,142285,426523,12786,26,2026-04-11 00:09:38
DWMBe8Kk4rW,20333,79353,1690,23,2026-04-11 00:09:38
DWJd-CrCV_B,65145,229447,5946,14,2026-04-11 00:09:38
DWJWfxNkgue,389255,891823,48199,126,2026-04-11 00:09:38
DWG2VexPzVE,58795,166201,2336,15,2026-04-11 00:09:38
DWGoV59ErtN,792694,2206403,25816,47,2026-04-11 00:09:38
DWEZhZ-gabO,7729,26315,491,17,2026-04-11 00:09:38
DWEKw_vj_Ye,93863,245850,4581,60,2026-04-11 00:09:38
DWBta3xD4ea,256236,714580,16031,25,2026-04-11 00:09:38
DWBT0aPkl0g,14548,40402,1926,71,2026-04-11 00:09:38
DWA9NDRk18e,3484,11189,88,2,2026-04-11 00:09:38
DV-450dkw4p,31723,101388,2647,24,2026-04-11 00:09:38
DV-xAhGAYnF,31409,89377,1100,21,2026-04-11 00:09:38
DV-0NKmEegk,207747,478945,20627,417,2026-04-11 00:09:38
DV-Kqspk_bl,6216,20282,889,16,2026-04-11 00:09:38
DV8YGPUD-ur,180497,385187,14821,54,2026-04-11 00:09:38
DV8P-X2gdBc,89468,207678,5499,42,2026-04-11 00:09:38
DV6FkpfgTEm,4971,15149,287,14,2026-04-11 00:09:38
